movieId,title,genres,rating_count,popularity_percent_rank,avg_rating,quality_percent_rank,balanced_score,quality_focused_score,popularity_focused_score,balanced_position,quality_focused_position,popularity_focused_position,rank_spread
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,290,0.7279,3.7362,0.705,0.7164,0.7118,0.721,520,684,668,164
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,229,0.6529,3.821,0.7797,0.7163,0.7416,0.6909,521,553,779,258
1747,Wag the Dog (1997),Comedy,554,0.8694,3.5704,0.5625,0.7159,0.6546,0.7773,522,919,459,460
2176,Rope (1948),Crime|Drama|Thriller,148,0.5035,4.027,0.9275,0.7155,0.8003,0.6307,523,382,1009,627
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,205,0.6174,3.8561,0.8117,0.7145,0.7534,0.6757,524,513,836,323
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,964,0.9451,3.4673,0.4837,0.7144,0.6221,0.8067,525,1052,360,692
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,158,0.527,3.9778,0.9018,0.7144,0.7893,0.6394,526,407,978,571
1344,Cape Fear (1962),Crime|Drama|Thriller,228,0.6513,3.818,0.7768,0.7141,0.7392,0.689,527,566,784,257
2966,"Straight Story, The (1999)",Adventure|Drama,174,0.5609,3.9282,0.8669,0.7139,0.7751,0.6527,528,444,929,485
151,Rob Roy (1995),Action|Drama|Romance|War,670,0.904,3.5231,0.5239,0.7139,0.6379,0.7899,528,993,411,582
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,616,0.8889,3.5414,0.5383,0.7136,0.6435,0.7837,529,968,437,531
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,244,0.6755,3.7889,0.7505,0.713,0.728,0.698,530,617,757,227
2917,Body Heat (1981),Crime|Thriller,199,0.6067,3.8643,0.8183,0.7125,0.7548,0.6702,531,505,864,359
2739,"Color Purple, The (1985)",Drama,277,0.7134,3.7437,0.7116,0.7125,0.7121,0.7129,531,683,708,177
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,224,0.646,3.8192,0.7787,0.7123,0.7389,0.6858,532,568,799,267
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,216,0.6378,3.831,0.7866,0.7122,0.7419,0.6824,533,552,813,280
3072,Moonstruck (1987),Comedy|Romance,390,0.7991,3.6385,0.6249,0.712,0.6772,0.7469,534,825,573,291
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,181,0.5747,3.8978,0.8481,0.7114,0.7661,0.6567,535,467,908,441
3196,Stalag 17 (1953),Drama|War,129,0.4526,4.1318,0.9696,0.7111,0.8145,0.6077,536,336,1115,779
3510,Frequency (2000),Drama|Thriller,418,0.8183,3.6148,0.603,0.7106,0.6675,0.7537,537,856,545,319
1189,"Thin Blue Line, The (1988)",Documentary,123,0.4341,4.1911,0.9862,0.7101,0.8206,0.5997,538,317,1151,834
1078,Bananas (1971),Comedy|War,180,0.5722,3.8972,0.8478,0.71,0.7651,0.6549,539,470,919,449
266,Legends of the Fall (1994),Drama|Romance|War|Western,769,0.9228,3.4798,0.4972,0.71,0.6249,0.7951,539,1038,396,642
39,Clueless (1995),Comedy|Romance,1360,0.9758,3.411,0.4435,0.7097,0.6032,0.8161,540,1121,332,789
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,459,0.8393,3.5915,0.5794,0.7094,0.6574,0.7613,541,905,514,391
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,183,0.5788,3.8852,0.8393,0.709,0.7611,0.6569,542,483,906,423
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,521,0.8625,3.5624,0.5552,0.7089,0.6474,0.7703,543,950,486,464
3429,Creature Comforts (1989),Animation|Comedy,118,0.4181,4.3347,0.9987,0.7084,0.8245,0.5923,544,302,1178,876
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,663,0.9027,3.5053,0.5141,0.7084,0.6307,0.7861,544,1018,427,591
2109,"Jerk, The (1979)",Comedy,350,0.7718,3.6657,0.6447,0.7083,0.6828,0.7337,545,801,619,256
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,302,0.737,3.707,0.6792,0.7081,0.6965,0.7196,546,745,680,199
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,533,0.865,3.5563,0.5508,0.7079,0.6451,0.7708,547,960,484,476
41,Richard III (1995),Drama|War,238,0.6682,3.7857,0.747,0.7076,0.7234,0.6919,548,636,776,228
5954,25th Hour (2002),Crime|Drama,228,0.6513,3.8026,0.7637,0.7075,0.7299,0.685,549,609,801,252
54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance,218,0.64,3.8165,0.7746,0.7073,0.7342,0.6804,550,590,819,269
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1306,0.9733,3.4096,0.4413,0.7073,0.6009,0.8137,550,1130,340,790
368,Maverick (1994),Adventure|Comedy|Western,886,0.9401,3.452,0.4739,0.707,0.6138,0.8002,551,1088,381,707
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,123,0.4341,4.1585,0.9796,0.7068,0.8159,0.5977,552,330,1159,829
48738,"Last King of Scotland, The (2006)",Drama|Thriller,191,0.5935,3.8665,0.8198,0.7067,0.7519,0.6614,553,523,893,370
4855,Dirty Harry (1971),Action|Crime|Thriller,265,0.7028,3.7434,0.7106,0.7067,0.7083,0.7051,553,696,733,180
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,301,0.7357,3.706,0.6777,0.7067,0.6951,0.7183,553,752,687,199
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,346,0.7693,3.6647,0.6441,0.7067,0.6816,0.7317,553,807,628,254
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,379,0.7922,3.6346,0.6212,0.7067,0.6725,0.7409,553,843,589,290
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,2418,0.9962,3.3766,0.4171,0.7067,0.5909,0.8225,553,1163,316,847
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,192,0.596,3.862,0.8167,0.7064,0.7505,0.6622,554,526,889,363
6385,Whale Rider (2002),Drama,181,0.5747,3.884,0.8377,0.7062,0.7588,0.6536,555,490,926,436
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,307,0.7411,3.6971,0.6714,0.7062,0.6923,0.7202,555,762,677,207
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1121,0.9608,3.4184,0.451,0.7059,0.604,0.8078,556,1114,355,759
3178,"Hurricane, The (1999)",Drama,205,0.6174,3.839,0.7941,0.7057,0.7411,0.6704,557,558,862,305
3753,"Patriot, The (2000)",Action|Drama|War,635,0.8955,3.5063,0.5157,0.7056,0.6296,0.7815,558,1021,442,579
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,453,0.8362,3.585,0.5744,0.7053,0.6529,0.7576,559,926,529,397
6867,"Station Agent, The (2003)",Comedy|Drama,160,0.5333,3.9438,0.877,0.7051,0.7739,0.6364,560,448,989,541
4103,Empire of the Sun (1987),Action|Adventure|Drama|War,182,0.5766,3.8819,0.8336,0.7051,0.7565,0.6537,560,498,925,427
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,124,0.4382,4.1371,0.9718,0.705,0.8117,0.5982,561,346,1157,811
6331,Spellbound (2002),Documentary,143,0.4918,4.007,0.9175,0.7046,0.7898,0.6195,562,403,1060,657
500,Mrs. Doubtfire (1993),Comedy|Drama,1702,0.9868,3.3807,0.4225,0.7046,0.5918,0.8175,562,1158,329,829
3255,"League of Their Own, A (1992)",Comedy|Drama,506,0.8566,3.5593,0.5524,0.7045,0.6437,0.7653,563,966,499,467
262,"Little Princess, A (1995)",Children|Drama,219,0.6406,3.8082,0.768,0.7043,0.7298,0.6788,564,610,822,258
92259,Intouchables (2011),Comedy|Drama,117,0.4153,4.2222,0.9925,0.7039,0.8193,0.5884,565,320,1189,869
3948,Meet the Parents (2000),Comedy,776,0.9247,3.4665,0.4831,0.7039,0.6155,0.7922,566,1080,404,676
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,1920,0.9903,3.3747,0.4168,0.7035,0.5889,0.8182,567,1170,324,846
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,127,0.4473,4.0984,0.9595,0.7034,0.8058,0.6009,568,363,1147,784
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,447,0.834,3.5828,0.5728,0.7034,0.6512,0.7556,568,931,543,388
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,231,0.6573,3.7879,0.7492,0.7032,0.7216,0.6848,569,645,803,234
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,310,0.7439,3.6887,0.6623,0.7031,0.6868,0.7194,570,784,681,214
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,247,0.6783,3.7611,0.7276,0.7029,0.7128,0.6931,571,681,771,200
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,145,0.4959,3.9931,0.9096,0.7028,0.7855,0.62,572,418,1056,638
3556,"Virgin Suicides, The (1999)",Drama|Romance,332,0.7627,3.6627,0.6425,0.7026,0.6786,0.7266,573,817,643,244
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,397,0.8023,3.6146,0.6026,0.7024,0.6625,0.7424,574,877,584,303
2333,Gods and Monsters (1998),Drama,201,0.6105,3.8383,0.7935,0.702,0.7386,0.6654,575,571,879,308
1354,Breaking the Waves (1996),Drama|Mystery,191,0.5935,3.8534,0.8101,0.7018,0.7451,0.6585,576,544,902,358
3994,Unbreakable (2000),Drama|Sci-Fi,698,0.9096,3.4764,0.4934,0.7015,0.6183,0.7847,577,1066,432,634
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,369,0.7866,3.6287,0.6158,0.7012,0.667,0.7353,578,858,613,280
1298,Pink Floyd: The Wall (1982),Drama|Musical,308,0.7426,3.6851,0.6594,0.701,0.6844,0.7177,579,792,689,213
3551,Marathon Man (1976),Crime|Drama|Thriller,177,0.5675,3.8814,0.833,0.7003,0.7534,0.6471,580,514,949,435
3022,"General, The (1926)",Comedy|War,119,0.4222,4.1513,0.9777,0.6999,0.811,0.5888,581,349,1187,838
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,115,0.4109,4.2043,0.9887,0.6998,0.8153,0.5842,582,332,1201,869
1959,Out of Africa (1985),Drama|Romance,255,0.6886,3.7431,0.7103,0.6995,0.7038,0.6951,583,718,765,182
4019,Finding Forrester (2000),Drama,299,0.7338,3.689,0.6626,0.6982,0.684,0.7125,584,794,710,210
1944,From Here to Eternity (1953),Drama|Romance|War,145,0.4959,3.9759,0.9002,0.6981,0.7789,0.6172,585,435,1068,633
7256,Touching the Void (2003),Adventure|Documentary,125,0.4416,4.08,0.9532,0.6974,0.7997,0.5951,586,384,1169,785
832,Ransom (1996),Crime|Thriller,691,0.9068,3.4711,0.4881,0.6974,0.6137,0.7812,586,1089,445,644
3543,Diner (1982),Comedy|Drama,169,0.5534,3.8876,0.8412,0.6973,0.7548,0.6397,587,504,977,473
5013,Gosford Park (2001),Comedy|Drama|Mystery,326,0.7593,3.6503,0.6353,0.6973,0.6725,0.7221,587,843,662,256
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,377,0.7906,3.6154,0.6039,0.6973,0.6599,0.7346,587,893,616,306
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,187,0.5873,3.8503,0.8067,0.697,0.7408,0.6531,588,559,928,369
1343,Cape Fear (1991),Thriller,441,0.8315,3.5692,0.5609,0.6962,0.6421,0.7503,589,977,561,416
64839,"Wrestler, The (2008)",Drama,169,0.5534,3.8846,0.838,0.6957,0.7526,0.6388,590,519,980,461
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,457,0.8377,3.5602,0.5534,0.6955,0.6387,0.7524,591,988,549,439
230,Dolores Claiborne (1995),Drama|Thriller,361,0.7812,3.6219,0.6089,0.6951,0.6606,0.7295,592,890,634,298
125,Flirting With Disaster (1996),Comedy,200,0.6089,3.8225,0.7809,0.6949,0.7293,0.6605,593,611,895,302
3253,Wayne's World (1992),Comedy,672,0.9046,3.468,0.4852,0.6949,0.611,0.7788,593,1096,454,642
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,172,0.5571,3.8808,0.8324,0.6948,0.7498,0.6397,594,529,976,447
1721,Titanic (1997),Drama|Romance,1642,0.9856,3.356,0.404,0.6948,0.5784,0.8111,595,1205,348,857
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,173,0.5581,3.8786,0.8308,0.6944,0.749,0.6399,596,531,975,444
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,434,0.8267,3.5703,0.5621,0.6944,0.6415,0.7474,596,978,570,408
1273,Down by Law (1986),Comedy|Drama|Film-Noir,132,0.4636,4.0189,0.925,0.6943,0.7866,0.602,597,414,1145,731
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,176,0.565,3.8693,0.8227,0.6938,0.7454,0.6423,598,543,968,425
2398,Miracle on 34th Street (1947),Comedy|Drama,244,0.6755,3.7439,0.7122,0.6938,0.7012,0.6865,598,728,795,197
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,186,0.5844,3.8441,0.8019,0.6932,0.7367,0.6497,599,577,940,363
6440,Barton Fink (1991),Drama|Thriller,165,0.5439,3.8879,0.8415,0.6927,0.7522,0.6332,600,522,999,477
2859,Stop Making Sense (1984),Documentary|Musical,114,0.4065,4.1535,0.9783,0.6924,0.8068,0.578,601,361,1222,861
54997,3:10 to Yuma (2007),Action|Crime|Drama|Western,224,0.646,3.7768,0.7389,0.6924,0.711,0.6738,601,690,845,244
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,606,0.8861,3.4835,0.4987,0.6924,0.6149,0.7699,601,1083,489,594
1096,Sophie's Choice (1982),Drama,182,0.5766,3.8516,0.8079,0.6922,0.7385,0.646,602,572,953,381
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,310,0.7439,3.6597,0.6406,0.6922,0.6716,0.7129,602,846,707,244
2915,Risky Business (1983),Comedy,404,0.8082,3.5866,0.5753,0.6918,0.6452,0.7384,603,959,595,364
1956,Ordinary People (1980),Drama,215,0.6356,3.786,0.7473,0.6915,0.7138,0.6691,604,676,866,262
5617,Secretary (2002),Comedy|Drama|Romance,211,0.6277,3.7938,0.7546,0.6911,0.7165,0.6658,605,666,877,272
2108,L.A. Story (1991),Comedy|Romance,386,0.7954,3.5972,0.586,0.6907,0.6488,0.7325,606,942,625,336
76251,Kick-Ass (2010),Action|Comedy,241,0.6711,3.7427,0.71,0.6905,0.6983,0.6827,607,735,810,203
2640,Superman (1978),Action|Adventure|Sci-Fi,742,0.9184,3.4292,0.4605,0.6894,0.5978,0.781,608,1142,446,696
55765,American Gangster (2007),Crime|Drama|Thriller,228,0.6513,3.761,0.7272,0.6893,0.7045,0.6741,609,711,844,235
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,325,0.7583,3.6338,0.6199,0.6891,0.6614,0.7168,610,884,694,274
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,243,0.6742,3.7346,0.7034,0.6888,0.6946,0.683,611,756,808,197
47099,"Pursuit of Happyness, The (2006)",Drama,187,0.5873,3.8342,0.79,0.6886,0.7292,0.6481,612,612,947,335
1965,Repo Man (1984),Comedy|Sci-Fi,331,0.7621,3.6284,0.6152,0.6886,0.6593,0.718,613,898,688,285
6708,Matchstick Men (2003),Comedy|Crime|Drama,255,0.6886,3.7157,0.6883,0.6885,0.6884,0.6885,614,774,786,172
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,623,0.892,3.4679,0.4849,0.6885,0.6071,0.7699,614,1110,488,622
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,208,0.6234,3.7933,0.7533,0.6883,0.7143,0.6623,615,673,888,273
802,Phenomenon (1996),Drama|Romance,654,0.8992,3.4587,0.4774,0.6883,0.604,0.7727,615,1114,479,635
2193,Willow (1988),Action|Adventure|Fantasy,487,0.8487,3.5277,0.5276,0.6882,0.6239,0.7524,616,1043,550,493
1777,"Wedding Singer, The (1998)",Comedy|Romance,692,0.9071,3.4429,0.4683,0.6877,0.5999,0.7755,617,1134,471,663
1370,Die Hard 2 (1990),Action|Adventure|Thriller,812,0.9303,3.4119,0.4448,0.6875,0.5904,0.7847,618,1165,433,732
280,Murder in the First (1995),Drama|Thriller,253,0.6861,3.7154,0.688,0.6871,0.6874,0.6867,619,780,793,174
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,258,0.6927,3.7093,0.6814,0.6871,0.6848,0.6893,619,789,781,170
8622,Fahrenheit 9/11 (2004),Documentary,432,0.8258,3.5509,0.5477,0.6868,0.6311,0.7424,620,1016,584,432
1101,Top Gun (1986),Action|Romance,1038,0.9542,3.3781,0.4193,0.6868,0.5798,0.7937,621,1203,400,803
41997,Munich (2005),Action|Crime|Drama|Thriller,236,0.6642,3.7415,0.709,0.6866,0.6956,0.6776,622,749,827,205
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,487,0.8487,3.5236,0.5242,0.6864,0.6215,0.7513,623,1055,556,499
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,184,0.58,3.837,0.7922,0.6861,0.7286,0.6437,624,615,963,348
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,153,0.5135,3.9118,0.8581,0.6858,0.7547,0.6169,625,507,1072,565
2243,Broadcast News (1987),Comedy|Drama|Romance,293,0.7298,3.6604,0.6416,0.6857,0.668,0.7033,626,854,741,228
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,223,0.6441,3.7601,0.7269,0.6855,0.7021,0.6689,627,725,867,240
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,138,0.4793,3.9565,0.8914,0.6853,0.7678,0.6029,628,461,1140,679
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,548,0.8679,3.4891,0.5022,0.685,0.6119,0.7582,629,1092,526,566
2671,Notting Hill (1999),Comedy|Romance,648,0.8977,3.4468,0.4718,0.6847,0.5995,0.7699,630,1136,487,649
176,Living in Oblivion (1995),Comedy,132,0.4636,3.9848,0.9049,0.6842,0.7725,0.596,631,450,1165,715
82,Antonia's Line (Antonia) (1995),Comedy|Drama,140,0.4837,3.95,0.8845,0.6841,0.7642,0.6039,632,473,1135,662
180,Mallrats (1995),Comedy|Romance,409,0.8132,3.5611,0.5546,0.6839,0.6322,0.7357,633,1012,612,400
1186,"Sex, Lies, and Videotape (1989)",Drama,368,0.7856,3.5924,0.581,0.6833,0.6424,0.7242,634,973,654,339
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,142,0.489,3.9437,0.8763,0.6827,0.7601,0.6052,635,488,1127,639
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1338,0.9743,3.3374,0.3905,0.6824,0.5656,0.7991,636,1257,387,870
3260,Howards End (1992),Drama,153,0.5135,3.902,0.8506,0.682,0.7495,0.6146,637,530,1085,555
3020,Falling Down (1993),Action|Drama,314,0.7473,3.6306,0.6164,0.6819,0.6557,0.7081,638,914,725,276
1949,"Man for All Seasons, A (1966)",Drama,118,0.4181,4.0636,0.9457,0.6819,0.7874,0.5764,639,412,1231,819
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,620,0.8905,3.4484,0.4727,0.6816,0.598,0.7651,640,1140,500,640
4326,Mississippi Burning (1988),Crime|Drama|Thriller,185,0.5829,3.8189,0.7781,0.6805,0.7195,0.6414,641,653,971,330
4901,Spy Game (2001),Action|Crime|Drama|Thriller,284,0.7207,3.6585,0.6403,0.6805,0.6644,0.6965,641,871,761,230
104,Happy Gilmore (1996),Comedy,943,0.9441,3.3733,0.4165,0.6803,0.5748,0.7858,642,1221,428,793
6620,American Splendor (2003),Comedy|Drama,188,0.5885,3.8138,0.7715,0.68,0.7166,0.6434,643,665,964,321
714,Dead Man (1995),Drama|Mystery|Western,188,0.5885,3.8138,0.7715,0.68,0.7166,0.6434,643,665,964,321
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,493,0.8506,3.497,0.5094,0.68,0.6118,0.7482,643,1093,567,526
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,214,0.634,3.7593,0.7257,0.6798,0.6982,0.6615,644,736,892,248
163,Desperado (1995),Action|Romance|Western,697,0.909,3.4182,0.4504,0.6797,0.588,0.7714,645,1174,482,692
1680,Sliding Doors (1998),Drama|Romance,351,0.7728,3.5983,0.5863,0.6795,0.6422,0.7168,646,975,693,329
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,292,0.7291,3.6421,0.6296,0.6794,0.6595,0.6993,647,897,754,250
494,Executive Decision (1996),Action|Adventure|Thriller,602,0.8851,3.4518,0.4736,0.6794,0.5971,0.7617,647,1145,511,634
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,127,0.4473,3.9961,0.9105,0.6789,0.7716,0.5863,648,452,1195,743
1029,Dumbo (1941),Animation|Children|Drama|Musical,433,0.8264,3.5312,0.5314,0.6789,0.6199,0.7379,648,1059,599,460
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,113,0.4024,4.0841,0.9548,0.6786,0.7891,0.5681,649,408,1263,855
316,Stargate (1994),Action|Adventure|Sci-Fi,1617,0.984,3.3089,0.3704,0.6772,0.5545,0.7999,650,1295,382,913
3702,Mad Max (1979),Action|Adventure|Sci-Fi,430,0.8249,3.5291,0.5292,0.677,0.6179,0.7362,651,1068,609,459
7323,"Good bye, Lenin! (2003)",Comedy|Drama,205,0.6174,3.7732,0.7363,0.6769,0.7007,0.6531,652,730,928,276
281,Nobody's Fool (1994),Comedy|Drama|Romance,199,0.6067,3.7839,0.7461,0.6764,0.7043,0.6485,653,714,945,292
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,705,0.9121,3.4057,0.4404,0.6762,0.5819,0.7706,654,1196,485,711
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,791,0.9269,3.385,0.4256,0.6762,0.576,0.7765,654,1216,463,753
3152,"Last Picture Show, The (1971)",Drama,136,0.4743,3.9449,0.8776,0.6759,0.7566,0.5953,655,497,1168,671
1573,Face/Off (1997),Action|Crime|Drama|Thriller,966,0.9454,3.3582,0.4058,0.6756,0.5677,0.7835,656,1250,438,812
3035,Mister Roberts (1955),Comedy|Drama|War,122,0.4306,4.0123,0.92,0.6753,0.7732,0.5774,657,449,1226,777
524,Rudy (1993),Drama,380,0.7925,3.5658,0.5574,0.675,0.628,0.722,658,1027,663,369
2572,10 Things I Hate About You (1999),Comedy|Romance,573,0.8766,3.4503,0.4733,0.675,0.5943,0.7556,658,1152,542,610
82459,True Grit (2010),Western,168,0.5499,3.8423,0.7988,0.6744,0.7241,0.6246,659,631,1039,408
3174,Man on the Moon (1999),Comedy|Drama,377,0.7906,3.5663,0.5578,0.6742,0.6276,0.7208,660,1028,671,368
1227,Once Upon a Time in America (1984),Crime|Drama,176,0.565,3.8267,0.7834,0.6742,0.7179,0.6305,661,656,1010,354
7371,Dogville (2003),Drama|Mystery|Thriller,137,0.4768,3.9343,0.8704,0.6736,0.7523,0.5949,662,521,1171,650
2921,High Plains Drifter (1973),Western,150,0.5091,3.8833,0.8365,0.6728,0.7383,0.6073,663,574,1118,544
55118,Eastern Promises (2007),Crime|Drama|Thriller,147,0.5006,3.8912,0.8443,0.6725,0.7412,0.6037,664,556,1138,582
2303,Nashville (1975),Drama|Musical,121,0.4284,4.0041,0.9159,0.6722,0.7696,0.5747,665,457,1238,781
30812,"Aviator, The (2004)",Drama,275,0.7128,3.6436,0.6303,0.6715,0.655,0.688,666,915,788,249
2729,Lolita (1962),Drama|Romance,158,0.527,3.8608,0.8158,0.6714,0.7291,0.6136,667,613,1094,481
5991,Chicago (2002),Comedy|Crime|Drama|Musical,431,0.8252,3.5093,0.5176,0.6714,0.6099,0.7329,667,1100,623,477
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,310,0.7439,3.6081,0.5986,0.6712,0.6422,0.7003,668,976,749,308
27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,149,0.5066,3.8826,0.8352,0.6709,0.7366,0.6052,669,579,1128,549
3062,"Longest Day, The (1962)",Action|Drama|War,141,0.4862,3.9078,0.855,0.6706,0.7444,0.5968,670,547,1162,615
3044,Dead Again (1991),Mystery|Romance|Thriller,198,0.6051,3.7727,0.7357,0.6704,0.6965,0.6443,671,745,959,288
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,330,0.7618,3.5909,0.5785,0.6701,0.6335,0.7068,672,1007,730,335
3365,"Searchers, The (1956)",Drama|Western,118,0.4181,4.0127,0.9206,0.6693,0.7698,0.5688,673,456,1259,803
1994,Poltergeist (1982),Horror|Thriller,447,0.834,3.4911,0.5044,0.6692,0.6033,0.7351,674,1119,615,504
40629,Pride & Prejudice (2005),Drama|Romance,181,0.5747,3.8011,0.7624,0.6685,0.7061,0.631,675,705,1008,333
1446,Kolya (Kolja) (1996),Comedy|Drama,120,0.4244,4.0,0.9124,0.6684,0.766,0.5708,676,469,1250,781
7,Sabrina (1995),Comedy|Romance,668,0.9036,3.3937,0.4319,0.6678,0.5734,0.7621,677,1227,508,719
6565,Seabiscuit (2003),Drama,236,0.6642,3.697,0.6711,0.6676,0.669,0.6662,678,852,875,197
3451,Guess Who's Coming to Dinner (1967),Drama,143,0.4918,3.8881,0.8418,0.6668,0.7368,0.5968,679,576,1162,586
72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,144,0.4931,3.8854,0.8399,0.6665,0.7359,0.5971,680,583,1160,577
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,106,0.3792,4.0802,0.9535,0.6664,0.7812,0.5515,681,428,1322,894
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,553,0.8691,3.4313,0.462,0.6656,0.5841,0.747,682,1188,571,617
36517,"Constant Gardener, The (2005)",Drama|Thriller,181,0.5747,3.7956,0.7558,0.6653,0.7015,0.629,683,726,1020,337
2706,American Pie (1999),Comedy|Romance,1202,0.9683,3.2962,0.3616,0.6649,0.5436,0.7863,684,1338,426,912
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,125,0.4416,3.952,0.8879,0.6648,0.754,0.5755,685,508,1234,726
1124,On Golden Pond (1981),Drama,228,0.6513,3.7061,0.678,0.6646,0.67,0.6593,686,850,899,213
5630,Red Dragon (2002),Crime|Mystery|Thriller,256,0.6893,3.6582,0.64,0.6646,0.6548,0.6745,686,917,840,231
1226,"Quiet Man, The (1952)",Drama|Romance,124,0.4382,3.9556,0.8908,0.6645,0.755,0.5739,687,502,1242,740
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,103,0.365,4.1068,0.9623,0.6637,0.7831,0.5442,688,422,1354,932
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,136,0.4743,3.9044,0.8531,0.6637,0.7395,0.5879,688,563,1191,628
